Age,Sex,Race,Marital status?,Education,Incomes,Employement,book you read last 12m?,Read any printed books during last 12months?,Read any audiobooks during last 12months?,Read any e-books during last 12months?,Last book you read,Do you happen to read any daily news or newspapers?,Do you happen to read any magazines or journals?
58,Male,White,Married,High school graduate,"$100,000 to under $150,000",Employed full-time,12,Yes,No,Yes,Purchased the book,Yes,Yes
57,Female,White,Married,College graduate,Refused,Employed full-time,12,Yes,No,No,Borrowed the book from a friend or family member,No,No
57,Female,White,Married,"Some college, no 4-year degree","$50,000 to under $75,000",Employed full-time,12,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes
56,Female,White,Living with a partner,High school graduate,"$50,000 to under $75,000",Employed full-time,12,Yes,No,No,Borrowed the book from a friend or family member,Yes,No
55,Female,White,Single,High school graduate,Refused,Not employed for pay,12,Yes,No,No,Borrowed the book from a friend or family member,No,Yes
55,Female,White,Married,"Some college, no 4-year degree","$50,000 to under $75,000",Not employed for pay,12,Yes,No,No,Purchased the book,Yes,No
55,Male,White,Living with a partner,College graduate,Refused,Employed full-time,12,Yes,No,Yes,Purchased the book,No,Yes
55,Male,White,Married,Post-graduate training/professional school after college,Refused,Retired,12,Yes,No,Yes,Purchased the book,Yes,Yes
54,Male,White,Married,High school incomplete,"$20,000 to under $30,000",Disabled,12,Yes,No,No,Purchased the book,Yes,Yes
53,Male,White,Married,High school graduate,"$40,000 to under $50,000",Employed full-time,12,Yes,No,Yes,Purchased the book,No,Yes
53,Female,White,Married,High school graduate,"$20,000 to under $30,000",Employed full-time,12,Yes,No,No,Got the book some other way,Yes,Yes
52,Male,White,Married,"Some college, no 4-year degree","$100,000 to under $150,000",Employed full-time,12,Yes,Yes,No,Borrowed the book from a friend or family member,Yes,Yes
52,Female,White,Married,Post-graduate training/professional school after college,"$100,000 to under $150,000",Not employed for pay,12,Yes,No,No,Purchased the book,Yes,No
51,Female,White,Married,"Some college, no 4-year degree","9$100,000 to under $150,000",Not employed for pay,12,Yes,No,No,Borrowed the book from a library,Yes,Yes
51,Male,White,Married,Post-graduate training/professional school after college,Refused,Employed full-time,12,Yes,No,Yes,Got the book some other way,Yes,Yes
51,Female,White,Married,Post-graduate training/professional school after college,"$75,000 to under $100,000",Employed full-time,12,Yes,Yes,No,Borrowed the book from a library,Yes,No
50,Female,White,Never been married,"Some college, no 4-year degree","$20,000 to under $30,000",Employed part-time,12,Yes,Yes,Yes,Borrowed the book from a friend or family member,Yes,No
49,Female,White,Never been married,"Some college, no 4-year degree","$20,000 to under $30,000",Not employed for pay,12,Yes,No,No,Borrowed the book from a library,No,Yes
49,Male,White,Married,College graduate,"$100,000 to under $150,000",Employed full-time,12,Yes,No,Yes,Got the book some other way,Yes,Yes
49,Female,White,Married,College graduate,"9$100,000 to under $150,000",Not employed for pay,12,Yes,No,No,Purchased the book,No,No
49,Male,White,Married,"Some college, no 4-year degree","$75,000 to under $100,000",Employed full-time,12,Yes,No,No,Purchased the book,No,No
49,Male,White,Married,College graduate,"$100,000 to under $150,000",Employed full-time,12,No,No,Yes,Purchased the book,Yes,Yes
48,Male,White,Married,"Some college, no 4-year degree","$100,000 to under $150,000",Employed full-time,12,Yes,No,Yes,Purchased the book,Yes,No
48,Male,White,Married,High school graduate,"$100,000 to under $150,000",Employed full-time,12,Yes,No,No,Borrowed the book from a friend or family member,No,Yes
44,Male,White,Married,"Some college, no 4-year degree","$50,000 to under $75,000",Employed full-time,12,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes
43,Male,White,Married,High school graduate,"$40,000 to under $50,000",Employed full-time,12,Yes,No,No,Got the book some other way,Yes,No
43,Female,White,Married,"Some college, no 4-year degree","$75,000 to under $100,000",Employed full-time,12,Yes,No,Yes,Purchased the book,Yes,No
43,Female,White,Married,High school incomplete,"$30,000 to under $40,000",Not employed for pay,12,Yes,Yes,Yes,Borrowed the book from a friend or family member,Yes,Yes
42,Male,White,Married,High school incomplete,"$40,000 to under $50,000",Employed part-time,12,Yes,Yes,No,Borrowed the book from a friend or family member,Yes,Yes
42,Male,White,Divorced,High school graduate,"$30,000 to under $40,000",Employed full-time,12,Yes,No,No,Borrowed the book from a library,No,No
41,Female,White,Married,College graduate,"$100,000 to under $150,000",Not employed for pay,12,Yes,No,Yes,Purchased the book,Yes,Yes
40,Female,White,Married,Post-graduate training/professional school after college,"$100,000 to under $150,000",Employed full-time,12,Yes,No,No,Purchased the book,No,Yes
40,Female,White,Married,Don’t know,"$100,000 to under $150,000",Employed part-time,12,Yes,No,No,Borrowed the book from a friend or family member,No,Yes
40,Male,White,Married,College graduate,"$100,000 to under $150,000",Employed full-time,12,Yes,No,Yes,Purchased the book,Yes,Yes
40,Female,White,Married,Post-graduate training/professional school after college,"$100,000 to under $150,000",Employed full-time,12,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes
39,Male,White,Married,Post-graduate training/professional school after college,"$100,000 to under $150,000",Employed full-time,12,Yes,No,No,Got the book some other way,Yes,No
37,Male,White,Never been married,High school graduate,"9$100,000 to under $150,000",Employed full-time,12,No,No,No,Got the book some other way,No,No
37,Female,White,Never been married,College graduate,"$100,000 to under $150,000",Employed full-time,12,Yes,No,No,Purchased the book,No,Yes
36,Male,White,Married,"Some college, no 4-year degree","$75,000 to under $100,000",Employed full-time,12,Yes,No,Yes,Purchased the book,Yes,Yes
36,Female,White,Married,High school graduate,"$50,000 to under $75,000",Employed full-time,12,Yes,No,No,Got the book some other way,No,Yes
36,Male,White,Married,High school graduate,"$40,000 to under $50,000",Employed full-time,12,Yes,No,No,Purchased the book,Yes,No
35,Female,White,Married,Post-graduate training/professional school after college,"$75,000 to under $100,000",Employed full-time,12,Yes,No,No,Purchased the book,Yes,Yes
35,Male,White,Married,None,"$100,000 to under $150,000",Employed full-time,12,Yes,No,No,Purchased the book,Yes,Yes
35,Female,White,Married,College graduate,"$75,000 to under $100,000",Not employed for pay,12,Yes,No,No,Borrowed the book from a friend or family member,No,No
34,Female,White,Married,Post-graduate training/professional school after college,Refused,Employed part-time,12,Yes,No,No,Borrowed the book from a library,Yes,No
33,Male,White,Married,"Some college, no 4-year degree","$50,000 to under $75,000",Employed full-time,12,Yes,No,Yes,Purchased the book,Yes,No
33,Male,White,Married,College graduate,Refused,Employed full-time,12,Yes,No,Yes,Got the book some other way,No,Yes
32,Male,White,Married,Post-graduate training/professional school after college,"$100,000 to under $150,000",Employed full-time,12,Yes,No,Yes,Borrowed the book from a friend or family member,No,No
32,Female,White,Married,High school graduate,"$40,000 to under $50,000",Employed part-time,12,Yes,No,Yes,Borrowed the book from a friend or family member,No,Yes
32,Female,White,Married,College graduate,"$75,000 to under $100,000",Employed full-time,12,Yes,No,No,Purchased the book,No,Yes
32,Female,White,Married,College graduate,"$40,000 to under $50,000",Employed full-time,12,Yes,No,No,Borrowed the book from a friend or family member,No,No
31,Male,White,Married,"Some college, no 4-year degree","$50,000 to under $75,000",Employed full-time,12,Yes,No,No,Got the book some other way,Yes,No
30,Female,White,Never been married,College graduate,"$50,000 to under $75,000",Employed full-time,12,Yes,No,No,Purchased the book,Yes,Yes
30,Female,White,Living with a partner,"Some college, no 4-year degree","$50,000 to under $75,000",Employed full-time,12,Yes,No,No,Purchased the book,No,Yes
29,Female,White,Never been married,College graduate,"$10,000 to under $20,000",Not employed for pay,12,Yes,Yes,Yes,Purchased the book,Yes,No
23,Female,White,Married,High school graduate,"$30,000 to under $40,000",Employed full-time,12,Yes,No,No,Purchased the book,Yes,Yes
22,Male,White,Married,College graduate,"$100,000 to under $150,000",Employed full-time,12,Yes,No,No,Borrowed the book from a library,Yes,Yes
22,Female,White,Single,College graduate,"$20,000 to under $30,000",Employed full-time,12,Yes,No,No,Purchased the book,No,No
21,Female,White,Never been married,"Some college, no 4-year degree","$30,000 to under $40,000",Employed part-time,12,Yes,No,No,Borrowed the book from a library,Yes,Yes
21,Female,White,Living with a partner,"Some college, no 4-year degree","Less than $10,000",Employed part-time,12,Yes,No,No,Got the book some other way,No,No
20,Male,White,Single,"Some college, no 4-year degree","$100,000 to under $150,000",Not employed for pay,12,Yes,No,No,Purchased the book,Yes,Yes
19,Female,White,Never been married,"Some college, no 4-year degree","$20,000 to under $30,000",Employed part-time,12,Yes,No,No,Purchased the book,Yes,Yes
19,Female,White,Never been married,"Some college, no 4-year degree","9$100,000 to under $150,000",Employed part-time,12,Yes,No,No,Purchased the book,Yes,No
18,Male,White,Single,High school incomplete,"9$100,000 to under $150,000",Not employed for pay,12,Yes,No,Yes,Got the book some other way,Yes,Yes
18,Male,White,Never been married,High school graduate,"$40,000 to under $50,000",Not employed for pay,12,Yes,No,Yes,Purchased the book,Yes,No
17,Female,White,Never been married,High school incomplete,"9$100,000 to under $150,000",Not employed for pay,12,Yes,No,Yes,Purchased the book,No,No
17,Male,White,Never been married,High school incomplete,"$10,000 to under $20,000",Employed part-time,12,Yes,No,No,Purchased the book,Yes,No
17,Female,White,Never been married,High school incomplete,"$100,000 to under $150,000",Student,12,Yes,No,No,Got the book some other way,No,No
16,Male,White,Never been married,High school incomplete,"$20,000 to under $30,000",Not employed for pay,12,Yes,No,No,Borrowed the book from a library,No,Yes
16,Male,White,Never been married,None,"9$100,000 to under $150,000",Not employed for pay,12,No,No,No,Borrowed the book from a library,No,Yes
16,Female,White,Never been married,None,"9$100,000 to under $150,000",Not employed for pay,12,Yes,No,No,Got the book some other way,No,Yes
16,Female,White,Never been married,High school incomplete,"$100,000 to under $150,000",Employed part-time,12,Yes,No,No,Purchased the book,No,No
50,Male,Black or African-American,Living with a partner,"Some college, no 4-year degree","$50,000 to under $75,000",Retired,11,Yes,No,No,Purchased the book,Yes,No
52,Female,White,Married,College graduate,"$100,000 to under $150,000",Not employed for pay,11,Yes,Yes,Yes,Borrowed the book from a library,Yes,Yes
33,Female,White,Married,College graduate,"$75,000 to under $100,000",Employed full-time,11,No,No,Yes,Purchased the book,No,No
18,Female,White,Never been married,"Some college, no 4-year degree","9$100,000 to under $150,000",Employed part-time,11,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes
64,Male,Refused,Married,"Some college, no 4-year degree",Refused,Employed full-time,10,Yes,No,No,Purchased the book,Yes,No
50,Male,Refused,Married,College graduate,Refused,Employed full-time,10,Yes,Yes,No,Purchased the book,Yes,Yes
24,Female,White,Never been married,"Technical, trade or vocational school AFTER high school","9$100,000 to under $150,000",Employed full-time,10,No,No,No,Borrowed the book from a library,Yes,No
67,Female,Other,Married,"Some college, no 4-year degree",Refused,Retired,10,Yes,No,No,Purchased the book,No,No
33,Female,Other,Married,"Technical, trade or vocational school AFTER high school","$20,000 to under $30,000",Not employed for pay,10,Yes,No,No,Purchased the book,No,Yes
18,Female,Other,Never been married,High school graduate,"$30,000 to under $40,000",Employed part-time,10,Yes,No,No,Borrowed the book from a library,No,Yes
30,Female,Mixed race,Married,"Some college, no 4-year degree","$40,000 to under $50,000",Employed full-time,10,Yes,Yes,Yes,Purchased the book,Yes,Yes
25,Female,Mixed race,Married,College graduate,"$50,000 to under $75,000",Have own business/self-employed,10,Yes,No,Yes,Purchased the book,Yes,Yes
22,Female,Mixed race,Living with a partner,None,"$10,000 to under $20,000",Not employed for pay,10,No,No,Yes,Got the book some other way,Yes,Yes
43,Male,Asian or Pacific Islander,Married,Post-graduate training/professional school after college,"$100,000 to under $150,000",Employed full-time,10,Yes,No,Yes,Purchased the book,Yes,Yes
43,Male,Asian or Pacific Islander,Married,College graduate,"$75,000 to under $100,000",Employed full-time,10,Yes,No,Yes,Borrowed the book from a library,No,Yes
37,Female,Asian or Pacific Islander,Married,Post-graduate training/professional school after college,"$100,000 to under $150,000",Employed full-time,10,Yes,No,Yes,Borrowed the book from a library,Yes,No
29,Female,Asian or Pacific Islander,Married,College graduate,"$50,000 to under $75,000",Employed full-time,10,No,No,No,Borrowed the book from a friend or family member,No,No
17,Female,Asian or Pacific Islander,Never been married,High school graduate,"$75,000 to under $100,000",Not employed for pay,10,Yes,No,No,Purchased the book,Yes,Yes
17,Male,Asian or Pacific Islander,Never been married,High school incomplete,"9$100,000 to under $150,000",Not employed for pay,10,Yes,No,No,Purchased the book,No,No
74,Female,Black or African-American,Widowed,"Some college, no 4-year degree",Refused,Retired,10,Yes,No,No,Purchased the book,Yes,Yes
70,Male,Black or African-American,Married,"Some college, no 4-year degree","$20,000 to under $30,000",Retired,10,Yes,No,No,Purchased the book,Yes,Yes
65,Female,Black or African-American,Divorced,"Some college, no 4-year degree","$50,000 to under $75,000",Retired,10,Yes,Yes,Yes,Purchased the book,No,Yes
48,Female,Black or African-American,Never been married,College graduate,"$30,000 to under $40,000",Employed full-time,10,Yes,No,Yes,Borrowed the book from a friend or family member,Yes,Yes
43,Male,Black or African-American,Single,"Some college, no 4-year degree","Less than $10,000",Not employed for pay,10,Yes,No,No,Borrowed the book from a library,Yes,Yes
40,Male,Black or African-American,Divorced,"Some college, no 4-year degree","$100,000 to under $150,000",Employed full-time,10,Yes,Yes,Yes,Got the book some other way,Yes,Yes
40,Female,Black or African-American,Married,College graduate,"$50,000 to under $75,000",Employed full-time,10,Yes,No,Yes,Borrowed the book from a friend or family member,Yes,Yes
40,Female,Black or African-American,Never been married,Post-graduate training/professional school after college,"$50,000 to under $75,000",Employed full-time,10,Yes,No,Yes,Purchased the book,No,Yes
31,Female,Black or African-American,Married,Post-graduate training/professional school after college,"$100,000 to under $150,000",Employed full-time,10,Yes,No,No,Purchased the book,No,Yes
25,Female,Black or African-American,Never been married,College graduate,"$10,000 to under $20,000",Employed full-time,10,Yes,No,No,Borrowed the book from a friend or family member,No,No
20,Male,Black or African-American,Never been married,"Some college, no 4-year degree","$100,000 to under $150,000",Not employed for pay,10,Yes,No,Yes,Got the book some other way,No,No
18,Female,Black or African-American,Never been married,High school incomplete,"9$100,000 to under $150,000",Not employed for pay,10,Yes,No,No,Borrowed the book from a friend or family member,No,No
17,Female,Black or African-American,Never been married,High school incomplete,"$20,000 to under $30,000",Employed part-time,10,Yes,No,No,Borrowed the book from a friend or family member,No,No
16,Male,Black or African-American,Never been married,High school incomplete,"9$100,000 to under $150,000",Not employed for pay,10,Yes,Yes,Yes,Borrowed the book from a friend or family member,No,No
16,Male,Black or African-American,Never been married,High school incomplete,"$20,000 to under $30,000",Not employed for pay,10,Yes,No,No,Got the book some other way,No,Yes
16,Female,Black or African-American,Never been married,High school incomplete,"9$100,000 to under $150,000",Not employed for pay,10,Yes,No,No,Borrowed the book from a friend or family member,No,No
88,Female,White,Widowed,"Some college, no 4-year degree","$20,000 to under $30,000",Retired,10,Yes,No,No,Borrowed the book from a library,Yes,Yes
87,Female,White,Divorced,High school graduate,"$10,000 to under $20,000",Retired,10,Yes,No,No,Purchased the book,Yes,Yes
80,Female,White,Widowed,Post-graduate training/professional school after college,"$100,000 to under $150,000",Retired,10,Yes,No,No,Got the book some other way,Yes,Yes
80,Male,White,Married,Post-graduate training/professional school after college,"$75,000 to under $100,000",Retired,10,Yes,No,No,Got the book some other way,Yes,Yes
79,Male,White,Married,College graduate,"$30,000 to under $40,000",Retired,10,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes
